Id_Time,Id_Equipe,Id_Piloto,Status_Piloto,Ano_Jogo,Temporada,Tipo_Carreira
1138,100,234,1,2025,5,"Piloto"
1139,100,233,2,2025,5,"Piloto"
1140,101,237,1,2025,5,"Piloto"
1141,101,228,2,2025,5,"Piloto"
1142,92,223,1,2025,6,"Piloto"
1143,92,224,2,2025,6,"Piloto"
1144,93,217,1,2025,6,"Piloto"
1145,93,235,2,2025,6,"Piloto"
1146,94,232,1,2025,6,"Piloto"
1147,94,229,2,2025,6,"Piloto"
1148,95,219,1,2025,6,"Piloto"
1149,95,220,2,2025,6,"Piloto"
1150,96,215,1,2025,6,"Piloto"
1151,96,216,2,2025,6,"Piloto"
1152,97,221,1,2025,6,"Piloto"
1153,97,222,2,2025,6,"Piloto"
1154,98,226,1,2025,6,"Piloto"
1155,98,230,2,2025,6,"Piloto"
1156,99,231,1,2025,6,"Piloto"
1157,99,238,2,2025,6,"Piloto"
1158,100,236,1,2025,6,"Piloto"
1159,100,233,2,2025,6,"Piloto"
1160,101,237,1,2025,6,"Piloto"
1161,101,228,2,2025,6,"Piloto"
11,6,11,1,2017,1,"Piloto"
10,5,10,2,2017,1,"Piloto"
12,6,12,2,2017,1,"Piloto"
457,27,53,1,2019,10,"Piloto"
456,26,59,2,2019,10,"Piloto"
454,25,48,2,2019,10,"Piloto"
453,25,54,1,2019,10,"Piloto"
452,24,64,2,2019,10,"Piloto"
451,24,44,1,2019,10,"Piloto"
13,7,13,1,2017,1,"Piloto"
14,7,14,2,2017,1,"Piloto"
15,8,15,1,2017,1,"Piloto"
16,8,21,2,2017,1,"Piloto"
17,9,17,1,2017,1,"Piloto"
18,9,18,2,2017,1,"Piloto"
19,10,19,1,2017,1,"Piloto"
20,10,20,2,2017,1,"Piloto"
21,1,1,1,2017,2,"Piloto"
22,1,2,2,2017,2,"Piloto"
23,2,3,1,2017,2,"Piloto"
24,2,4,2,2017,2,"Piloto"
25,3,5,1,2017,2,"Piloto"
26,3,6,2,2017,2,"Piloto"
27,4,7,1,2017,2,"Piloto"
28,4,8,2,2017,2,"Piloto"
29,5,9,1,2017,2,"Piloto"
30,6,11,1,2017,2,"Piloto"
32,5,10,2,2017,2,"Piloto"
33,6,12,2,2017,2,"Piloto"
34,7,13,1,2017,2,"Piloto"
35,7,14,2,2017,2,"Piloto"
36,8,15,1,2017,2,"Piloto"
37,8,16,2,2017,2,"Piloto"
38,9,17,1,2017,2,"Piloto"
39,9,21,2,2017,2,"Piloto"
40,10,19,1,2017,2,"Piloto"
41,10,20,2,2017,2,"Piloto"
42,1,1,1,2017,3,"Piloto"
43,1,2,2,2017,3,"Piloto"
44,2,3,1,2017,3,"Piloto"
45,2,4,2,2017,3,"Piloto"
46,3,5,1,2017,3,"Piloto"
47,3,6,2,2017,3,"Piloto"
48,4,7,1,2017,3,"Piloto"
49,4,8,2,2017,3,"Piloto"
50,5,9,1,2017,3,"Piloto"
51,5,10,2,2017,3,"Piloto"
52,6,12,1,2017,3,"Piloto"
53,6,21,2,2017,3,"Piloto"
54,7,13,1,2017,3,"Piloto"
55,7,14,2,2017,3,"Piloto"
56,8,15,1,2017,3,"Piloto"
57,8,16,2,2017,3,"Piloto"
58,9,17,1,2017,3,"Piloto"
59,9,18,2,2017,3,"Piloto"
60,10,19,1,2017,3,"Piloto"
461,29,60,1,2019,10,"Piloto"
460,28,63,2,2019,10,"Piloto"
458,27,65,2,2019,10,"Piloto"
450,23,58,1,2019,10,"Piloto"
449,23,43,2,2019,10,"Piloto"
448,22,52,2,2019,10,"Piloto"
447,22,50,1,2019,10,"Piloto"
446,21,55,2,2019,10,"Piloto"
445,21,57,1,2019,10,"Piloto"
444,30,45,2,2019,10,"Piloto"
443,30,49,1,2019,10,"Piloto"
442,29,46,2,2019,10,"Piloto"
441,29,60,1,2019,9,"Piloto"
440,28,61,2,2019,9,"Piloto"
439,28,47,1,2019,9,"Piloto"
438,27,65,2,2019,9,"Piloto"
437,27,53,1,2019,9,"Piloto"
436,26,48,2,2019,9,"Piloto"
435,26,46,1,2019,9,"Piloto"
434,25,59,2,2019,9,"Piloto"
433,25,54,1,2019,9,"Piloto"
432,24,64,2,2019,9,"Piloto"
431,24,55,1,2019,9,"Piloto"
430,23,58,1,2019,9,"Piloto"
429,23,43,2,2019,9,"Piloto"
428,22,52,2,2019,9,"Piloto"
427,22,63,1,2019,9,"Piloto"
426,21,44,2,2019,9,"Piloto"
425,21,57,1,2019,9,"Piloto"
424,30,45,2,2019,9,"Piloto"
423,30,49,1,2019,9,"Piloto"
422,29,50,2,2019,9,"Piloto"
421,29,60,1,2019,8,"Piloto"
420,28,61,2,2019,8,"Piloto"
419,28,47,1,2019,8,"Piloto"
418,27,65,2,2019,8,"Piloto"
417,27,43,1,2019,8,"Piloto"
416,26,48,2,2019,8,"Piloto"
415,26,46,1,2019,8,"Piloto"
414,25,59,2,2019,8,"Piloto"
413,25,54,1,2019,8,"Piloto"
412,24,64,2,2019,8,"Piloto"
411,24,55,1,2019,8,"Piloto"
410,23,53,1,2019,8,"Piloto"
409,23,57,2,2019,8,"Piloto"
408,22,52,2,2019,8,"Piloto"
407,22,63,1,2019,8,"Piloto"
406,21,44,2,2019,8,"Piloto"
405,21,58,1,2019,8,"Piloto"
404,30,45,2,2019,8,"Piloto"
403,30,49,1,2019,8,"Piloto"
402,29,50,2,2019,8,"Piloto"
401,29,60,1,2019,7,"Piloto"
400,28,61,2,2019,7,"Piloto"
399,28,47,1,2019,7,"Piloto"
398,27,65,2,2019,7,"Piloto"
397,27,53,1,2019,7,"Piloto"
396,26,48,2,2019,7,"Piloto"
395,26,46,1,2019,7,"Piloto"
394,25,59,2,2019,7,"Piloto"
393,25,54,1,2019,7,"Piloto"
392,24,64,2,2019,7,"Piloto"
391,24,55,1,2019,7,"Piloto"
390,23,43,1,2019,7,"Piloto"
389,23,52,2,2019,7,"Piloto"
388,22,57,2,2019,7,"Piloto"
387,22,58,1,2019,7,"Piloto"
386,21,44,2,2019,7,"Piloto"
385,21,63,1,2019,7,"Piloto"
384,30,45,2,2019,7,"Piloto"
383,30,49,1,2019,7,"Piloto"
382,29,50,2,2019,7,"Piloto"
381,29,60,1,2019,6,"Piloto"
380,28,61,2,2019,6,"Piloto"
379,28,47,1,2019,6,"Piloto"
378,27,65,2,2019,6,"Piloto"
377,27,53,1,2019,6,"Piloto"
376,26,48,2,2019,6,"Piloto"
375,26,46,1,2019,6,"Piloto"
374,25,52,2,2019,6,"Piloto"
373,25,54,1,2019,6,"Piloto"
372,24,64,2,2019,6,"Piloto"
371,24,55,1,2019,6,"Piloto"
370,23,43,1,2019,6,"Piloto"
369,23,57,2,2019,6,"Piloto"
368,22,51,2,2019,6,"Piloto"
367,22,58,1,2019,6,"Piloto"
366,21,44,2,2019,6,"Piloto"
365,21,63,1,2019,6,"Piloto"
364,30,45,2,2019,6,"Piloto"
363,30,49,1,2019,6,"Piloto"
362,29,50,2,2019,6,"Piloto"
361,29,65,1,2019,5,"Piloto"
360,28,61,2,2019,5,"Piloto"
359,28,47,1,2019,5,"Piloto"
358,27,54,2,2019,5,"Piloto"
357,27,53,1,2019,5,"Piloto"
356,26,48,2,2019,5,"Piloto"
355,26,46,1,2019,5,"Piloto"
354,25,52,2,2019,5,"Piloto"
353,25,43,1,2019,5,"Piloto"
352,24,64,2,2019,5,"Piloto"
351,24,59,1,2019,5,"Piloto"
350,23,55,1,2019,5,"Piloto"
349,23,63,2,2019,5,"Piloto"
348,22,51,2,2019,5,"Piloto"
347,22,58,1,2019,5,"Piloto"
346,21,44,2,2019,5,"Piloto"
345,21,57,1,2019,5,"Piloto"
344,30,45,2,2019,5,"Piloto"
343,30,49,1,2019,5,"Piloto"
342,29,50,2,2019,5,"Piloto"
341,29,65,1,2019,4,"Piloto"
340,28,61,2,2019,4,"Piloto"
339,28,47,1,2019,4,"Piloto"
338,27,54,2,2019,4,"Piloto"
337,27,53,1,2019,4,"Piloto"
336,26,48,2,2019,4,"Piloto"
335,26,50,1,2019,4,"Piloto"
334,25,52,2,2019,4,"Piloto"
333,25,43,1,2019,4,"Piloto"
332,24,64,2,2019,4,"Piloto"
331,24,59,1,2019,4,"Piloto"
330,23,45,1,2019,4,"Piloto"
329,23,63,2,2019,4,"Piloto"
328,22,51,2,2019,4,"Piloto"
327,22,58,1,2019,4,"Piloto"
326,21,44,2,2019,4,"Piloto"
325,21,57,1,2019,4,"Piloto"
324,30,55,2,2019,4,"Piloto"
323,30,49,1,2019,4,"Piloto"
322,29,46,2,2019,4,"Piloto"
321,29,65,1,2019,3,"Piloto"
320,28,61,2,2019,3,"Piloto"
319,28,47,1,2019,3,"Piloto"
318,27,54,2,2019,3,"Piloto"
317,27,53,1,2019,3,"Piloto"
316,26,60,2,2019,3,"Piloto"
315,26,50,1,2019,3,"Piloto"
314,25,52,2,2019,3,"Piloto"
313,25,43,1,2019,3,"Piloto"
312,24,64,2,2019,3,"Piloto"
311,24,59,1,2019,3,"Piloto"
310,23,45,1,2019,3,"Piloto"
309,23,63,2,2019,3,"Piloto"
308,22,51,2,2019,3,"Piloto"
307,22,48,1,2019,3,"Piloto"
306,21,44,2,2019,3,"Piloto"
305,21,57,1,2019,3,"Piloto"
304,30,55,2,2019,3,"Piloto"
303,30,49,1,2019,3,"Piloto"
302,29,46,2,2019,3,"Piloto"
301,29,65,1,2019,2,"Piloto"
300,28,61,2,2019,2,"Piloto"
299,28,47,1,2019,2,"Piloto"
298,27,54,2,2019,2,"Piloto"
297,27,53,1,2019,2,"Piloto"
296,26,60,2,2019,2,"Piloto"
295,26,50,1,2019,2,"Piloto"
294,25,52,2,2019,2,"Piloto"
293,25,51,1,2019,2,"Piloto"
292,24,64,2,2019,2,"Piloto"
291,24,59,1,2019,2,"Piloto"
290,23,45,1,2019,2,"Piloto"
289,23,63,2,2019,2,"Piloto"
288,22,46,2,2019,2,"Piloto"
287,22,48,1,2019,2,"Piloto"
286,21,44,2,2019,2,"Piloto"
285,21,43,1,2019,2,"Piloto"
284,30,55,2,2019,2,"Piloto"
283,30,49,1,2019,2,"Piloto"
282,29,58,2,2019,2,"Piloto"
281,30,64,2,2019,1,"Piloto"
280,30,62,1,2019,1,"Piloto"
279,29,58,2,2019,1,"Piloto"
278,29,65,1,2019,1,"Piloto"
277,28,63,2,2019,1,"Piloto"
276,28,55,1,2019,1,"Piloto"
275,27,54,2,2019,1,"Piloto"
274,27,53,1,2019,1,"Piloto"
273,26,60,2,2019,1,"Piloto"
272,26,50,1,2019,1,"Piloto"
271,25,52,2,2019,1,"Piloto"
270,25,51,1,2019,1,"Piloto"
269,24,59,2,2019,1,"Piloto"
268,24,49,1,2019,1,"Piloto"
267,23,45,2,2019,1,"Piloto"
266,23,47,1,2019,1,"Piloto"
265,22,46,2,2019,1,"Piloto"
264,22,48,1,2019,1,"Piloto"
263,21,44,2,2019,1,"Piloto"
262,21,43,1,2019,1,"Piloto"
261,20,41,2,2018,9,"Piloto"
260,20,40,1,2018,9,"Piloto"
259,19,39,2,2018,9,"Piloto"
258,19,38,1,2018,9,"Piloto"
257,18,37,2,2018,9,"Piloto"
256,18,36,1,2018,9,"Piloto"
255,17,35,2,2018,9,"Piloto"
254,17,34,1,2018,9,"Piloto"
253,16,33,2,2018,9,"Piloto"
252,16,32,1,2018,9,"Piloto"
251,15,31,2,2018,9,"Piloto"
250,15,30,1,2018,9,"Piloto"
249,14,29,2,2018,9,"Piloto"
248,14,28,1,2018,9,"Piloto"
247,13,27,2,2018,9,"Piloto"
246,13,26,1,2018,9,"Piloto"
245,12,25,2,2018,9,"Piloto"
244,12,42,1,2018,9,"Piloto"
243,11,23,2,2018,9,"Piloto"
242,11,22,1,2018,9,"Piloto"
241,20,41,2,2018,8,"Piloto"
240,20,40,1,2018,8,"Piloto"
239,19,39,2,2018,8,"Piloto"
238,19,38,1,2018,8,"Piloto"
237,18,37,2,2018,8,"Piloto"
236,18,36,1,2018,8,"Piloto"
235,17,35,2,2018,8,"Piloto"
234,17,34,1,2018,8,"Piloto"
233,16,33,2,2018,8,"Piloto"
232,16,32,1,2018,8,"Piloto"
231,15,31,2,2018,8,"Piloto"
230,15,30,1,2018,8,"Piloto"
229,14,29,2,2018,8,"Piloto"
228,14,28,1,2018,8,"Piloto"
227,13,27,2,2018,8,"Piloto"
226,13,26,1,2018,8,"Piloto"
225,12,25,2,2018,8,"Piloto"
224,12,42,1,2018,8,"Piloto"
223,11,23,2,2018,8,"Piloto"
222,11,22,1,2018,8,"Piloto"
221,20,41,2,2018,7,"Piloto"
220,20,40,1,2018,7,"Piloto"
219,19,39,2,2018,7,"Piloto"
218,19,38,1,2018,7,"Piloto"
217,18,37,2,2018,7,"Piloto"
216,18,36,1,2018,7,"Piloto"
215,17,35,2,2018,7,"Piloto"
214,17,34,1,2018,7,"Piloto"
213,16,33,2,2018,7,"Piloto"
212,16,32,1,2018,7,"Piloto"
211,15,31,2,2018,7,"Piloto"
210,15,30,1,2018,7,"Piloto"
209,14,29,2,2018,7,"Piloto"
208,14,28,1,2018,7,"Piloto"
207,13,27,2,2018,7,"Piloto"
206,13,26,1,2018,7,"Piloto"
205,12,25,2,2018,7,"Piloto"
204,12,42,1,2018,7,"Piloto"
203,11,23,2,2018,7,"Piloto"
202,11,22,1,2018,7,"Piloto"
201,20,41,2,2018,6,"Piloto"
200,20,40,1,2018,6,"Piloto"
199,19,39,2,2018,6,"Piloto"
198,19,38,1,2018,6,"Piloto"
197,18,37,2,2018,6,"Piloto"
196,18,36,1,2018,6,"Piloto"
195,17,35,2,2018,6,"Piloto"
194,17,34,1,2018,6,"Piloto"
193,16,33,2,2018,6,"Piloto"
192,16,32,1,2018,6,"Piloto"
191,15,31,2,2018,6,"Piloto"
190,15,30,1,2018,6,"Piloto"
189,14,29,2,2018,6,"Piloto"
188,14,28,1,2018,6,"Piloto"
187,13,27,2,2018,6,"Piloto"
186,13,26,1,2018,6,"Piloto"
185,12,25,2,2018,6,"Piloto"
184,12,42,1,2018,6,"Piloto"
183,11,23,2,2018,6,"Piloto"
182,11,22,1,2018,6,"Piloto"
181,20,41,2,2018,5,"Piloto"
180,20,40,1,2018,5,"Piloto"
179,19,39,2,2018,5,"Piloto"
178,19,38,1,2018,5,"Piloto"
177,18,37,2,2018,5,"Piloto"
176,18,36,1,2018,5,"Piloto"
175,17,35,2,2018,5,"Piloto"
174,17,34,1,2018,5,"Piloto"
173,16,33,2,2018,5,"Piloto"
172,16,32,1,2018,5,"Piloto"
171,15,31,2,2018,5,"Piloto"
170,15,30,1,2018,5,"Piloto"
169,14,29,2,2018,5,"Piloto"
168,14,28,1,2018,5,"Piloto"
167,13,27,2,2018,5,"Piloto"
166,13,42,1,2018,5,"Piloto"
165,12,25,2,2018,5,"Piloto"
164,12,24,1,2018,5,"Piloto"
163,11,23,2,2018,5,"Piloto"
162,11,22,1,2018,5,"Piloto"
161,20,41,2,2018,4,"Piloto"
160,20,40,1,2018,4,"Piloto"
159,19,39,2,2018,4,"Piloto"
158,19,38,1,2018,4,"Piloto"
157,18,37,2,2018,4,"Piloto"
156,18,36,1,2018,4,"Piloto"
155,17,35,2,2018,4,"Piloto"
154,17,34,1,2018,4,"Piloto"
153,16,33,2,2018,4,"Piloto"
152,16,32,1,2018,4,"Piloto"
151,15,31,2,2018,4,"Piloto"
150,15,30,1,2018,4,"Piloto"
149,14,29,2,2018,4,"Piloto"
148,14,28,1,2018,4,"Piloto"
147,13,27,2,2018,4,"Piloto"
146,13,42,1,2018,4,"Piloto"
145,12,25,2,2018,4,"Piloto"
144,12,24,1,2018,4,"Piloto"
143,11,23,2,2018,4,"Piloto"
142,11,22,1,2018,4,"Piloto"
141,20,41,2,2018,3,"Piloto"
140,20,40,1,2018,3,"Piloto"
139,19,39,2,2018,3,"Piloto"
138,19,38,1,2018,3,"Piloto"
137,18,37,2,2018,3,"Piloto"
136,18,36,1,2018,3,"Piloto"
135,17,35,2,2018,3,"Piloto"
134,17,34,1,2018,3,"Piloto"
133,16,33,2,2018,3,"Piloto"
132,16,32,1,2018,3,"Piloto"
131,15,31,2,2018,3,"Piloto"
130,15,30,1,2018,3,"Piloto"
129,14,29,2,2018,3,"Piloto"
128,14,28,1,2018,3,"Piloto"
127,13,27,2,2018,3,"Piloto"
126,13,42,1,2018,3,"Piloto"
125,12,25,2,2018,3,"Piloto"
124,12,24,1,2018,3,"Piloto"
123,11,23,2,2018,3,"Piloto"
122,11,22,1,2018,3,"Piloto"
121,20,41,2,2018,2,"Piloto"
120,20,40,1,2018,2,"Piloto"
119,19,39,2,2018,2,"Piloto"
118,19,38,1,2018,2,"Piloto"
117,18,37,2,2018,2,"Piloto"
116,18,36,1,2018,2,"Piloto"
115,17,35,2,2018,2,"Piloto"
114,17,34,1,2018,2,"Piloto"
113,16,33,2,2018,2,"Piloto"
112,16,32,1,2018,2,"Piloto"
111,15,31,2,2018,2,"Piloto"
110,15,30,1,2018,2,"Piloto"
109,14,29,2,2018,2,"Piloto"
108,14,28,1,2018,2,"Piloto"
107,13,27,2,2018,2,"Piloto"
106,13,42,1,2018,2,"Piloto"
105,12,25,2,2018,2,"Piloto"
104,12,24,1,2018,2,"Piloto"
103,11,23,2,2018,2,"Piloto"
102,11,22,1,2018,2,"Piloto"
101,20,41,2,2018,1,"Piloto"
100,20,40,1,2018,1,"Piloto"
99,19,39,2,2018,1,"Piloto"
98,19,38,1,2018,1,"Piloto"
97,18,37,2,2018,1,"Piloto"
96,18,36,1,2018,1,"Piloto"
95,17,35,2,2018,1,"Piloto"
94,17,34,1,2018,1,"Piloto"
93,16,33,2,2018,1,"Piloto"
92,16,32,1,2018,1,"Piloto"
91,15,31,2,2018,1,"Piloto"
90,15,30,1,2018,1,"Piloto"
89,14,29,2,2018,1,"Piloto"
88,14,28,1,2018,1,"Piloto"
87,13,27,2,2018,1,"Piloto"
86,13,42,1,2018,1,"Piloto"
85,12,25,2,2018,1,"Piloto"
84,12,24,1,2018,1,"Piloto"
83,11,23,2,2018,1,"Piloto"
82,11,22,1,2018,1,"Piloto"
81,10,20,2,2017,4,"Piloto"
80,10,19,1,2017,4,"Piloto"
79,9,18,2,2017,4,"Piloto"
78,9,17,1,2017,4,"Piloto"
77,8,16,2,2017,4,"Piloto"
76,8,15,1,2017,4,"Piloto"
75,7,14,2,2017,4,"Piloto"
74,7,13,1,2017,4,"Piloto"
73,6,12,2,2017,4,"Piloto"
72,6,11,1,2017,4,"Piloto"
71,5,10,2,2017,4,"Piloto"
70,5,9,1,2017,4,"Piloto"
69,4,21,2,2017,4,"Piloto"
68,4,7,1,2017,4,"Piloto"
67,3,6,2,2017,4,"Piloto"
66,3,5,1,2017,4,"Piloto"
65,2,4,2,2017,4,"Piloto"
64,2,3,1,2017,4,"Piloto"
63,1,2,2,2017,4,"Piloto"
62,1,1,1,2017,4,"Piloto"
61,10,20,2,2017,3,"Piloto"
